"TEAM"	"PCT"	"Player"	"Pos"	"Age"	"GP"	"PER"
"12262"	"phoenix suns"	0.54	"Randy Livingston"	"PG"	23	1	27.2
"12407"	"boston celtics"	0.426829268292683	"Antoine Walker"	"PF"	23	82	17.8
"12450"	"washington wizards"	0.353658536585366	"Calvin Booth"	"C"	23	11	11.9
"12538"	"charlotte hornets"	0.597560975609756	"Eddie Robinson"	"SF"	23	67	16.4
"12600"	"indiana pacers"	0.682926829268293	"Jeff Foster"	"C"	23	19	25.6
"12640"	"minnesota timberwolves"	0.609756097560976	"Kevin Garnett"	"PF"	23	81	23.6
"12686"	"los angeles clippers"	0.182926829268293	"Maurice Taylor"	"PF"	23	62	13.4
"12695"	"chicago bulls"	0.207317073170732	"Michael Ruffin"	"PF"	23	71	7.8
"12806"	"golden state warriors"	0.231707317073171	"Tim Young"	"C"	23	25	11.7
"12824"	"los angeles clippers"	0.182926829268293	"Troy Hudson"	"PG"	23	62	11.6
"12897"	"detroit pistons"	0.390243902439024	"Brian Cardinal"	"PF"	23	15	4.7
"12985"	"los angeles lakers"	0.682926829268293	"Devean George"	"SF"	23	59	6.2
"13112"	"brooklyn nets"	0.317073170731707	"Kenyon Martin"	"PF"	23	68	13.4
"13161"	"detroit pistons"	0.390243902439024	"Mateen Cleaves"	"PG"	23	78	9
"13208"	"philadelphia 76ers"	0.682926829268293	"Pepe Sánchez"	"PG"	23	24	17.7
"13213"	"utah jazz"	0.646341463414634	"Quincy Lewis"	"SF"	23	35	7.1
"13232"	"cleveland cavaliers"	0.365853658536585	"Robert Traylor"	"C"	23	70	14.1
"13329"	"dallas mavericks"	0.646341463414634	"Wang Zhizhi"	"C"	23	5	14.9
"13493"	"portland trail blazers"	0.597560975609756	"Erick Barkley"	"PG"	23	19	9.8
"13539"	"indiana pacers"	0.51219512195122	"Jamaal Tinsley"	"PG"	23	80	13.4
"13548"	"brooklyn nets"	0.634146341463415	"Jason Collins"	"C"	23	77	10.7
"13603"	"los angeles lakers"	0.707317073170732	"Kobe Bryant"	"SG"	23	80	23.2
"13609"	"golden state warriors"	0.25609756097561	"Larry Hughes"	"SG"	23	73	15.4
"13617"	"minnesota timberwolves"	0.609756097560976	"Loren Woods"	"C"	23	60	9.9
"13620"	"miami heat"	0.439024390243902	"Malik Allen"	"PF"	23	12	15
"13651"	"sacramento kings"	0.74390243902439	"Mike Bibby"	"PG"	23	80	14.9
"13738"	"philadelphia 76ers"	0.524390243902439	"Speedy Claxton"	"PG"	23	67	12.6
"13753"	"houston rockets"	0.341463414634146	"Terence Morris"	"SF"	23	68	9.5
"13800"	"memphis grizzlies"	0.280487804878049	"Will Solomon"	"SG"	23	62	8.8
"13856"	"washington wizards"	0.451219512195122	"Brendan Haywood"	"C"	23	81	13.5
"13870"	"utah jazz"	0.573170731707317	"Carlos Arroyo"	"PG"	23	44	14.1
"13951"	"los angeles clippers"	0.329268292682927	"Elton Brand"	"PF"	23	62	21.7
"13963"	"indiana pacers"	0.585365853658537	"Fred Jones"	"SG"	23	19	5.5
"13989"	"phoenix suns"	0.536585365853659	"Jake Tsakalidis"	"C"	23	33	10.2
"14027"	"milwaukee bucks"	0.51219512195122	"Joel Przybilla"	"C"	23	32	7.9
"14061"	"new orleans pelicans"	0.573170731707317	"Kirk Haston"	"SF"	23	12	-9.1
"14065"	"los angeles clippers"	0.329268292682927	"Lamar Odom"	"SF"	23	49	14.6
"14308"	"houston rockets"	0.548780487804878	"Boštjan Nachbar"	"SF"	23	45	8.3
"14345"	"chicago bulls"	0.280487804878049	"Chris Jefferies"	"SF"	23	19	7.4
"14387"	"new orleans pelicans"	0.5	"David West"	"PF"	23	71	15.9
"14406"	"phoenix suns"	0.353658536585366	"Donnell Harvey"	"PF"	23	36	11.1
"14457"	"cleveland cavaliers"	0.426829268292683	"J.R. Bremer"	"PG"	23	31	7.1
"14473"	"indiana pacers"	0.74390243902439	"Jamison Brewer"	"PG"	23	13	6.6
"14494"	"miami heat"	0.51219512195122	"Jerome Beasley"	"PF"	23	2	5.9
"14536"	"chicago bulls"	0.280487804878049	"Kirk Hinrich"	"PG"	23	76	13.1
"14578"	"dallas mavericks"	0.634146341463415	"Marquis Daniels"	"SG"	23	56	20.1
"14653"	"orlando magic"	0.25609756097561	"Reece Gaines"	"PG"	23	38	6.1
"14674"	"denver nuggets"	0.524390243902439	"Rodney White"	"SF"	23	72	16.4
"14722"	"detroit pistons"	0.658536585365854	"Tayshaun Prince"	"SF"	23	82	13.3
"14725"	"memphis grizzlies"	0.609756097560976	"Theron Smith"	"SF"	23	20	8.4
"14753"	"miami heat"	0.51219512195122	"Udonis Haslem"	"PF"	23	75	13.7
"14858"	"utah jazz"	0.317073170731707	"Carlos Boozer"	"PF"	23	51	19.2
"14916"	"cleveland cavaliers"	0.51219512195122	"DeSagana Diop"	"C"	23	39	6.3
"14932"	"cleveland cavaliers"	0.51219512195122	"Drew Gooden"	"PF"	23	82	19.7
"14982"	"new orleans pelicans"	0.219512195121951	"Jackson Vroman"	"C"	23	36	9.7
"15003"	"washington wizards"	0.548780487804878	"Jarvis Hayes"	"SF"	23	54	11.1
"15027"	"phoenix suns"	0.75609756097561	"Joe Johnson"	"SF"	23	82	15.1
"15048"	"philadelphia 76ers"	0.524390243902439	"Kedrick Brown"	"SF"	23	8	9.7
"15094"	"oklahoma city thunder"	0.634146341463415	"Luke Ridnour"	"PG"	23	82	14.6
"15106"	"boston celtics"	0.548780487804878	"Marcus Banks"	"PG"	23	81	12.3
"15121"	"new orleans pelicans"	0.219512195121951	"Matt Freije"	"PF"	23	23	4.1
"15313"	"charlotte hornets"	0.317073170731707	"Alan Anderson"	"SF"	23	36	10.4
"15320"	"phoenix suns"	0.658536585365854	"Amar'e Stoudemire"	"C"	23	3	17.8
"15427"	"indiana pacers"	0.5	"David Harrison"	"C"	23	67	11.8
"15432"	"philadelphia 76ers"	0.463414634146341	"Deng Gai"	"C"	23	2	0
"15465"	"minnesota timberwolves"	0.402439024390244	"Eddie Griffin"	"C"	23	70	12.2
"15468"	"new york knicks"	0.280487804878049	"Eddy Curry"	"C"	23	72	17
"15471"	"charlotte hornets"	0.317073170731707	"Emeka Okafor"	"PF"	23	26	14.9
"15486"	"charlotte hornets"	0.317073170731707	"Gerald Wallace"	"SF"	23	55	21.3
"15543"	"toronto raptors"	0.329268292682927	"Joey Graham"	"SF"	23	80	10.2
"15559"	"dallas mavericks"	0.731707317073171	"Josh Powell"	"PF"	23	37	9.2
"15724"	"los angeles lakers"	0.548780487804878	"Ronny Turiaf"	"C"	23	23	12.2
"15757"	"cleveland cavaliers"	0.609756097560976	"Stephen Graham"	"SG"	23	13	6.7
"15779"	"san antonio spurs"	0.768292682926829	"Tony Parker"	"PG"	23	80	20.8
"15815"	"brooklyn nets"	0.597560975609756	"Zoran Planinic"	"PG"	23	56	6.9
"15839"	"philadelphia 76ers"	0.426829268292683	"Andre Iguodala"	"SG"	23	76	18.1
"15925"	"indiana pacers"	0.426829268292683	"Danny Granger"	"SF"	23	82	13.9
"15931"	"new york knicks"	0.402439024390244	"David Lee"	"PF"	23	58	20.2
"15936"	"boston celtics"	0.292682926829268	"Delonte West"	"SG"	23	69	14
"16013"	"denver nuggets"	0.548780487804878	"Jamal Sampson"	"C"	23	22	11.3
"16262"	"toronto raptors"	0.573170731707317	"T.J. Ford"	"PG"	23	75	18.2
"16284"	"toronto raptors"	0.573170731707317	"Uroš Slokar"	"C"	23	20	13.9
"16293"	"miami heat"	0.536585365853659	"Wayne Simien"	"PF"	23	8	6.3
"16307"	"atlanta hawks"	0.451219512195122	"Acie Law"	"PG"	23	56	7.7
"16331"	"milwaukee bucks"	0.317073170731707	"Andrew Bogut"	"C"	23	78	17.5
"16355"	"miami heat"	0.182926829268293	"Blake Ahearn"	"PG"	23	12	9
"16372"	"portland trail blazers"	0.5	"Brandon Roy"	"SG"	23	74	19.4
"16383"	"golden state warriors"	0.585365853658537	"C.J. Watson"	"PG"	23	32	11
"16406"	"minnesota timberwolves"	0.268292682926829	"Chris Richard"	"C"	23	52	7.9
"16440"	"chicago bulls"	0.402439024390244	"Demetris Nichols"	"SF"	23	11	7
"16444"	"utah jazz"	0.658536585365854	"Deron Williams"	"PG"	23	82	20.8
"16517"	"orlando magic"	0.634146341463415	"James Augustine"	"PF"	23	25	10.8
"16772"	"atlanta hawks"	0.451219512195122	"Solomon Jones"	"PF"	23	35	6.8
"16791"	"chicago bulls"	0.402439024390244	"Thabo Sefolosha"	"SG"	23	69	11.4
"16871"	"san antonio spurs"	0.658536585365854	"Anthony Tolliver"	"PF"	23	19	7.6
"16957"	"memphis grizzlies"	0.292682926829268	"Darko Milicic"	"C"	23	61	13.8
"16992"	"orlando magic"	0.719512195121951	"Dwight Howard"	"C"	23	79	25.4
"17010"	"dallas mavericks"	0.609756097560976	"Gerald Green"	"SG"	23	38	11.4
"17031"	"denver nuggets"	0.658536585365854	"J.R. Smith"	"SG"	23	81	16.8
"17114"	"toronto raptors"	0.402439024390244	"Kris Humphries"	"SF"	23	29	16.3
"17189"	"los angeles clippers"	0.231707317073171	"Mike Taylor"	"PG"	23	51	10.1
"17193"	"golden state warriors"	0.353658536585366	"Monta Ellis"	"SG"	23	25	14.5
"17194"	"utah jazz"	0.585365853658537	"Morris Almond"	"SG"	23	25	7.3
"17204"	"washington wizards"	0.231707317073171	"Nick Young"	"SG"	23	82	13.1
"17256"	"portland trail blazers"	0.658536585365854	"Rudy Fernández"	"SG"	23	78	15.5
"17355"	"atlanta hawks"	0.646341463414634	"Al Horford"	"C"	23	81	19.4
"17446"	"minnesota timberwolves"	0.182926829268293	"Corey Brewer"	"SG"	23	82	12.1
"17524"	"san antonio spurs"	0.609756097560976	"George Hill"	"PG"	23	78	14.7
"17529"	"phoenix suns"	0.658536585365854	"Goran Dragic"	"PG"	23	80	14.8
"17578"	"sacramento kings"	0.304878048780488	"Jason Thompson"	"C"	23	75	14.6
"17584"	"oklahoma city thunder"	0.609756097560976	"Jeff Green"	"PF"	23	82	13.8
"17668"	"toronto raptors"	0.48780487804878	"Marco Belinelli"	"SG"	23	66	12.6
"17709"	"minnesota timberwolves"	0.182926829268293	"Nathan Jawai"	"C"	23	39	11
"17740"	"boston celtics"	0.609756097560976	"Rajon Rondo"	"PG"	23	81	19.1
"17751"	"golden state warriors"	0.317073170731707	"Reggie Williams"	"SF"	23	24	16.1
"17758"	"detroit pistons"	0.329268292682927	"Rodney Stuckey"	"PG"	23	73	15.6
"17885"	"los angeles lakers"	0.695121951219512	"Andrew Bynum"	"C"	23	54	21.1
"17961"	"philadelphia 76ers"	0.5	"Craig Brackins"	"PF"	23	3	0.1
"17963"	"charlotte hornets"	0.414634146341463	"D.J. Augustin"	"PG"	23	82	15.9
"17978"	"portland trail blazers"	0.585365853658537	"Dante Cunningham"	"PF"	23	56	9.5
"18030"	"golden state warriors"	0.439024390243902	"Ekpe Udoh"	"C"	23	58	9.7
"18067"	"memphis grizzlies"	0.560975609756098	"Hasheem Thabeet"	"C"	23	45	4.9
"18120"	"utah jazz"	0.475609756097561	"Jeremy Evans"	"SF"	23	49	18.8
"18215"	"new orleans pelicans"	0.560975609756098	"Marcus Thornton"	"SG"	23	46	14
"18385"	"minnesota timberwolves"	0.207317073170732	"Wayne Ellington"	"SG"	23	62	8.6
"18395"	"washington wizards"	0.280487804878049	"Yi Jianlian"	"PF"	23	63	10.1
"18472"	"houston rockets"	0.515151515151515	"Chase Budinger"	"SF"	23	58	14.9
"18487"	"oklahoma city thunder"	0.712121212121212	"Cole Aldrich"	"C"	23	26	17.7
"18520"	"orlando magic"	0.560606060606061	"DeAndre Liggins"	"SF"	23	17	8.9
"18527"	"brooklyn nets"	0.333333333333333	"Dennis Horner"	"PF"	23	8	6.6
"18573"	"philadelphia 76ers"	0.53030303030303	"Evan Turner"	"SF"	23	65	12.6
"18609"	"sacramento kings"	0.333333333333333	"J.J. Hickson"	"PF"	23	35	9.9
"18670"	"washington wizards"	0.303030303030303	"Jordan Crawford"	"SG"	23	64	14.5
"18756"	"brooklyn nets"	0.333333333333333	"MarShon Brooks"	"SG"	23	56	12.9
"18788"	"portland trail blazers"	0.424242424242424	"Nicolas Batum"	"SF"	23	59	17.3
"18841"	"cleveland cavaliers"	0.318181818181818	"Samardo Samuels"	"C"	23	54	11.1
"18981"	"golden state warriors"	0.573170731707317	"Charles Jenkins"	"SG"	23	47	6.9
"19086"	"golden state warriors"	0.573170731707317	"Festus Ezeli"	"C"	23	78	9.3
"19170"	"chicago bulls"	0.548780487804878	"Jimmy Butler"	"SF"	23	82	15.2
"19183"	"memphis grizzlies"	0.682926829268293	"Jon Leuer"	"PF"	23	19	17.2
"19227"	"denver nuggets"	0.695121951219512	"Kosta Koufos"	"C"	23	81	17.2
"19244"	"philadelphia 76ers"	0.414634146341463	"Lavoy Allen"	"C"	23	79	11.5
"19416"	"cleveland cavaliers"	0.292682926829268	"Tyler Zeller"	"C"	23	77	11
"19549"	"philadelphia 76ers"	0.231707317073171	"Daniel Orton"	"C"	23	22	10.5
"19555"	"new orleans pelicans"	0.414634146341463	"Darius Miller"	"SF"	23	45	9
"19567"	"sacramento kings"	0.341463414634146	"DeMarcus Cousins"	"C"	23	71	26.1
"19629"	"detroit pistons"	0.353658536585366	"Greg Monroe"	"PF"	23	82	18.1
"19730"	"miami heat"	0.658536585365854	"Justin Hamilton"	"C"	23	7	12.6
"19735"	"charlotte hornets"	0.524390243902439	"Kemba Walker"	"PG"	23	73	16.8
"19841"	"golden state warriors"	0.621951219512195	"Ognjen Kuzmic"	"C"	23	21	3.4
"19883"	"minnesota timberwolves"	0.48780487804878	"Ricky Rubio"	"PG"	23	82	15.4
"20138"	"dallas mavericks"	0.609756097560976	"Dwight Powell"	"PF"	23	24	13
"20191"	"philadelphia 76ers"	0.219512195121951	"Hollis Thompson"	"SG"	23	71	10.9
"20379"	"atlanta hawks"	0.731707317073171	"Mike Muscala"	"PF"	23	40	18
"20392"	"milwaukee bucks"	0.5	"Nate Wolters"	"PG"	23	11	5.4
"20402"	"chicago bulls"	0.609756097560976	"Nikola Mirotic"	"PF"	23	82	17.9
"20503"	"toronto raptors"	0.597560975609756	"Terrence Ross"	"SF"	23	82	11.2
"20520"	"chicago bulls"	0.609756097560976	"Tony Snell"	"SF"	23	72	10.2
"20528"	"cleveland cavaliers"	0.646341463414634	"Tristan Thompson"	"PF"	23	82	15.6
"20530"	"minnesota timberwolves"	0.195121951219512	"Troy Daniels"	"SG"	23	19	7.4
"20552"	"cleveland cavaliers"	0.646341463414634	"Will Cherry"	"PG"	23	8	5.8
"20575"	"portland trail blazers"	0.536585365853659	"Allen Crabbe"	"SG"	23	81	12.2
"20605"	"toronto raptors"	0.682926829268293	"Bismack Biyombo"	"C"	23	82	14.9
"20622"	"memphis grizzlies"	0.51219512195122	"Briante Weber"	"PG"	23	6	8.3
"20709"	"atlanta hawks"	0.585365853658537	"Edy Tavares"	"C"	23	11	14.4
"20741"	"golden state warriors"	0.890243902439024	"Harrison Barnes"	"SF"	23	66	12.3
"20796"	"charlotte hornets"	0.585365853658537	"Jeremy Lamb"	"SG"	23	66	15.9
"20809"	"indiana pacers"	0.548780487804878	"Joe Young"	"PG"	23	41	9.9
"20847"	"orlando magic"	0.426829268292683	"Keith Appling"	"PG"	23	5	-4.8
"20879"	"cleveland cavaliers"	0.695121951219512	"Kyrie Irving"	"PG"	23	53	19.9
"20933"	"oklahoma city thunder"	0.670731707317073	"Mitch McGary"	"PF"	23	20	7.4
"20983"	"utah jazz"	0.48780487804878	"Raul Neto"	"PG"	23	81	10.2
"21001"	"utah jazz"	0.48780487804878	"Rudy Gobert"	"C"	23	61	17.5
"21045"	"new york knicks"	0.390243902439024	"Thanasis Antetokounmpo"	"SF"	23	2	32.9
"21077"	"orlando magic"	0.426829268292683	"Victor Oladipo"	"SG"	23	72	16.7
"21237"	"dallas mavericks"	0.402439024390244	"Dorian Finney-Smith"	"PF"	23	81	7.7
"21314"	"denver nuggets"	0.48780487804878	"Jarnell Stokes"	"C"	23	2	31.5
"21338"	"utah jazz"	0.621951219512195	"Joel Bolomboy"	"PF"	23	12	19.7
"21456"	"charlotte hornets"	0.439024390243902	"Michael Kidd-Gilchrist"	"SF"	23	81	14.3
"21512"	"chicago bulls"	0.5	"R.J. Hunter"	"SG"	23	3	-3.2
"21558"	"brooklyn nets"	0.24390243902439	"Spencer Dinwiddie"	"PG"	23	59	12.7
"21593"	"charlotte hornets"	0.439024390243902	"Treveon Graham"	"SG"	23	27	10.6
"21644"	"los angeles lakers"	0.426829268292683	"Alex Caruso"	"PG"	23	37	8.7
"21702"	"brooklyn nets"	0.341463414634146	"Caris LeVert"	"SF"	23	71	14.2
"21731"	"new york knicks"	0.353658536585366	"Damyean Dotson"	"SG"	23	44	11.6
"21771"	"san antonio spurs"	0.573170731707317	"Derrick White"	"PG"	23	17	15.9
"21848"	"new york knicks"	0.353658536585366	"Isaiah Hicks"	"PF"	23	18	6.8
"21869"	"portland trail blazers"	0.597560975609756	"Jake Layman"	"SF"	23	35	4.9
"22149"	"los angeles clippers"	0.51219512195122	"Sindarius Thornwell"	"SG"	23	73	8.2
"22172"	"houston rockets"	0.792682926829268	"Tim Quarterman"	"SG"	23	3	2.9
"22196"	"atlanta hawks"	0.292682926829268	"Tyler Cavanaugh"	"PF"	23	39	13
"22252"	"new york knicks"	0.207317073170732	"Allonzo Trier"	"SG"	23	64	12.2
"22274"	"atlanta hawks"	0.353658536585366	"B.J. Johnson"	"SF"	23	6	14
"22288"	"milwaukee bucks"	0.731707317073171	"Bonzie Colson"	"SF"	23	8	12.9
"22481"	"chicago bulls"	0.268292682926829	"Jabari Parker"	"PF"	23	39	14.6
"22519"	"los angeles lakers"	0.451219512195122	"Jemerrio Jones"	"SF"	23	6	12.1
"22559"	"los angeles lakers"	0.451219512195122	"Josh Hart"	"SG"	23	67	9.3
"22627"	"toronto raptors"	0.707317073170732	"Malachi Richardson"	"SG"	23	22	0.9
"22791"	"chicago bulls"	0.268292682926829	"Timothé Luwawu-Cabarrot"	"SF"	23	29	9
"11"	"new york knicks"	0.486111111111111	"Bob Peterson"	"SF"	24	58	12.9
"24"	"detroit pistons"	0.513888888888889	"Chuck Noble"	"SG"	24	72	10.8
"45"	"golden state warriors"	0.625	"Ernie Beck"	"SG"	24	67	11.7
"118"	"atlanta hawks"	0.472222222222222	"Bob Pettit"	"C"	24	71	28
"141"	"los angeles lakers"	0.472222222222222	"Ed Kalafat"	"SF"	24	65	11.6
"161"	"los angeles lakers"	0.472222222222222	"Jim Paxson"	"SF"	24	71	9.2
"199"	"philadelphia 76ers"	0.527777777777778	"Togo Palazzi"	"SF"	24	42	16.8
"277"	"sacramento kings"	0.458333333333333	"Maurice Stokes"	"PF"	24	63	20.6
"297"	"boston celtics"	0.680555555555556	"Sam Jones"	"SG"	24	56	16.3
"319"	"boston celtics"	0.722222222222222	"Bill Russell"	"C"	24	70	20.7
"400"	"los angeles lakers"	0.458333333333333	"Steve Hamilton"	"SF"	24	67	9.6
"411"	"new york knicks"	0.555555555555556	"Willie Naulls"	"SF"	24	68	16.5
"420"	"philadelphia 76ers"	0.6	"Barney Cable"	"SF"	24	50	10.4
"693"	"atlanta hawks"	0.3625	"Jimmy Darrow"	"G"	24	5	5.9
"710"	"philadelphia 76ers"	0.5125	"Paul Neumann"	"PG"	24	77	11.6
"739"	"sacramento kings"	0.5375	"Wayne Embry"	"C"	24	75	17.9
"752"	"new york knicks"	0.2625	"Al Butler"	"PG"	24	74	13.8
"780"	"new york knicks"	0.2625	"Dave Budd"	"SF"	24	78	13.8
"814"	"los angeles lakers"	0.6625	"Jerry West"	"PG"	24	55	21.9
"846"	"detroit pistons"	0.425	"Ray Scott"	"PF"	24	76	15.1
"950"	"atlanta hawks"	0.575	"Ken Rohloff"	"G"	24	2	-9.6
"954"	"washington wizards"	0.3875	"Larry Comley"	"G"	24	12	5.6
"960"	"philadelphia 76ers"	0.425	"Lee Shaffer"	"SF"	24	41	11.1
"993"	"golden state warriors"	0.6	"Wayne Hightower"	"PF"	24	79	12
"1029"	"detroit pistons"	0.3875	"Dave DeBusschere"	"PF"	24	79	17.4
"1033"	"los angeles lakers"	0.6125	"Don Nelson"	"SF"	24	39	14
"1037"	"detroit pistons"	0.3875	"Eddie Miles"	"PG"	24	76	13.8
"1136"	"detroit pistons"	0.275	"Bob Warlick"	"SG"	24	10	5.9
"1170"	"new york knicks"	0.375	"Howard Komives"	"PG"	24	80	12
"1285"	"golden state warriors"	0.54320987654321	"Fred Hetzel"	"PF"	24	77	12.4
"1350"	"detroit pistons"	0.37037037037037	"Ron Reed"	"PF"	24	62	12.1
"1379"	"chicago bulls"	0.353658536585366	"Barry Clemens"	"SF"	24	78	13.3
"1386"	"philadelphia 76ers"	0.75609756097561	"Billy Cunningham"	"SF"	24	74	18.6
"1417"	"oklahoma city thunder"	0.280487804878049	"Dorie Murrey"	"PF"	24	81	12.8
"1550"	"los angeles lakers"	0.670731707317073	"Bill Hewitt"	"PF"	24	75	11.2
"1601"	"washington wizards"	0.695121951219512	"Earl Monroe"	"SG"	24	80	18.4
"1650"	"houston rockets"	0.451219512195122	"John Block"	"PF"	24	78	14.5
"1665"	"atlanta hawks"	0.585365853658537	"Lou Hudson"	"SF"	24	81	18.7
"1669"	"philadelphia 76ers"	0.670731707317073	"Matt Guokas"	"SF"	24	72	8.6
"1708"	"washington wizards"	0.695121951219512	"Tom Workman"	"F-C"	24	21	14.1
"1792"	"houston rockets"	0.329268292682927	"Elvin Hayes"	"C"	24	82	18.3
"1885"	"chicago bulls"	0.475609756097561	"Shaler Halimon"	"SG"	24	38	11.4
"1929"	"cleveland cavaliers"	0.182926829268293	"Bingo Smith"	"SG"	24	77	15.5
"1950"	"portland trail blazers"	0.353658536585366	"Claude English"	"F"	24	18	3.8
"1970"	"milwaukee bucks"	0.804878048780488	"Dick Cunningham"	"C"	24	76	11.7
"2103"	"portland trail blazers"	0.353658536585366	"Rick Adelman"	"PG"	24	81	13.4
"2135"	"boston celtics"	0.536585365853659	"Willie Williams"	"F"	24	16	-2.9
"2181"	"houston rockets"	0.414634146341463	"Cliff Meely"	"PF"	24	77	12.1
"2286"	"cleveland cavaliers"	0.280487804878049	"John Johnson"	"SF"	24	82	15.4
"2346"	"portland trail blazers"	0.219512195121951	"Ron Knight"	"SF"	24	49	13.3
"2396"	"detroit pistons"	0.48780487804878	"Bob Lanier"	"C"	24	81	22.1
"2418"	"chicago bulls"	0.621951219512195	"Clifford Ray"	"C"	24	73	17.4
"2454"	"atlanta hawks"	0.560975609756098	"Eddie Mast"	"PF"	24	42	10.7
"2463"	"oklahoma city thunder"	0.317073170731707	"Fred Brown"	"SG"	24	79	16
"2469"	"chicago bulls"	0.621951219512195	"Gar Heard"	"PF"	24	78	14.9
"2575"	"los angeles clippers"	0.25609756097561	"Randy Smith"	"SG"	24	82	15
"2586"	"sacramento kings"	0.439024390243902	"Sam Lacey"	"C"	24	79	13.8
"2645"	"oklahoma city thunder"	0.439024390243902	"Bud Stallworth"	"SF"	24	67	8.4
"2650"	"portland trail blazers"	0.329268292682927	"Charlie Davis"	"SG"	24	8	8.2
"2672"	"los angeles clippers"	0.51219512195122	"Dave Wohl"	"PG"	24	41	10.8
"2713"	"new york knicks"	0.597560975609756	"Henry Bibby"	"PG"	24	66	15.7
"2725"	"cleveland cavaliers"	0.353658536585366	"Jim Cleamons"	"PG"	24	81	12.5
"2732"	"los angeles lakers"	0.573170731707317	"Jim Price"	"PG"	24	82	15.5
"2828"	"oklahoma city thunder"	0.439024390243902	"Spencer Haywood"	"PF"	24	75	19.4
"2829"	"los angeles lakers"	0.573170731707317	"Stan Love"	"PF"	24	51	11.9
"2906"	"portland trail blazers"	0.463414634146341	"Dan Anderson"	"SG"	24	43	11.2
"2944"	"philadelphia 76ers"	0.414634146341463	"Freddie Boyd"	"PG"	24	66	9.6
"3017"	"portland trail blazers"	0.463414634146341	"LaRue Martin"	"C"	24	81	13.6
"3074"	"chicago bulls"	0.573170731707317	"Rowland Garrett"	"SF"	24	70	14.2
"3086"	"houston rockets"	0.5	"Steve Hawes"	"C"	24	55	16.7
"3170"	"new york knicks"	0.463414634146341	"Dennis Bell"	"SF"	24	10	8.8
"3270"	"houston rockets"	0.48780487804878	"Kevin Kunnert"	"C"	24	80	16.4
"3296"	"oklahoma city thunder"	0.524390243902439	"Mike Bantom"	"SF"	24	66	12.7
"3359"	"washington wizards"	0.585365853658537	"Truck Robinson"	"PF"	24	82	15.5
"3369"	"utah jazz"	0.426829268292683	"Aaron James"	"SF"	24	52	14.4
"3405"	"milwaukee bucks"	0.365853658536585	"Brian Winters"	"SG"	24	78	16.6
"3462"	"los angeles lakers"	0.646341463414634	"Don Ford"	"PF"	24	82	11.7
"3560"	"brooklyn nets"	0.268292682926829	"Kim Hughes"	"C"	24	81	9.8
"3641"	"phoenix suns"	0.414634146341463	"Ricky Sobers"	"SG"	24	79	16.5
"3681"	"new york knicks"	0.48780487804878	"Tom McMillen"	"C"	24	56	12.7
"3731"	"portland trail blazers"	0.707317073170732	"Bob Gross"	"SF"	24	72	16.9
"3793"	"indiana pacers"	0.378048780487805	"Earl Tatum"	"SG"	24	57	14.2
"3849"	"utah jazz"	0.475609756097561	"Jim McElroy"	"PG"	24	74	13.6
"3875"	"milwaukee bucks"	0.536585365853659	"Junior Bridgeman"	"SF"	24	82	17
"4020"	"indiana pacers"	0.378048780487805	"Willie Smith"	"PG"	24	1	2
"4024"	"philadelphia 76ers"	0.670731707317073	"World B. Free"	"SG"	24	76	17.4
"4165"	"philadelphia 76ers"	0.573170731707317	"Joe Bryant"	"PF"	24	70	13.1
"4171"	"atlanta hawks"	0.560975609756098	"John Drew"	"SF"	24	79	21.7
"4205"	"detroit pistons"	0.365853658536585	"Leon Douglas"	"C"	24	78	12.1
"4236"	"washington wizards"	0.658536585365854	"Mitch Kupchak"	"PF"	24	66	19.4
"4287"	"milwaukee bucks"	0.463414634146341	"Sam Smith"	"SF"	24	16	14.2
"4351"	"denver nuggets"	0.365853658536585	"Anthony Roberts"	"SF"	24	23	9.3
"4356"	"utah jazz"	0.292682926829268	"Ben Poquette"	"C"	24	82	14
"4437"	"sacramento kings"	0.573170731707317	"Ernie Grunfeld"	"SF"	24	80	10.9
"4450"	"denver nuggets"	0.365853658536585	"Glen Gondrezick"	"SF"	24	59	16.7
"4463"	"oklahoma city thunder"	0.682926829268293	"Jack Sikma"	"C"	24	82	16.5
"4494"	"indiana pacers"	0.451219512195122	"John Kuester"	"PG"	24	24	11.1
"4538"	"chicago bulls"	0.365853658536585	"Mark Landsberger"	"C"	24	54	15.3
"4567"	"sacramento kings"	0.573170731707317	"Otis Birdsong"	"SG"	24	82	18.5
"4727"	"philadelphia 76ers"	0.75609756097561	"Clint Richardson"	"SG"	24	77	12.2
